realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,is_weekend,city
283.8730920294457,Private room,False,True,2.0,False,0,0,10.0,100.0,1,6.091899094322149,0.3665094461377005,213.67771542972133,14.85297511267443,454.8689703951586,8.144808479477657,-0.21322,51.52006,False,london
649.8271361038594,Entire home/apt,False,False,5.0,False,0,1,10.0,70.0,2,5.213153415197615,0.1366011647134541,207.54180649121272,14.426461273484309,475.9878271821791,8.522959232839375,-0.13624,51.46179,False,london
142.9948963992568,Private room,False,True,2.0,False,0,1,9.0,92.0,1,6.605415352332428,0.5290161009061323,171.53641301792862,11.923686418814771,379.97534761553766,6.803775668766613,-0.113,51.567,False,london
252.12258049342643,Entire home/apt,False,False,4.0,False,1,0,10.0,100.0,1,6.029286788391088,2.750078642037362,188.9017704734278,13.13077168547683,372.9972254299404,6.67882656815263,-0.07551,51.464940000000006,False,london
135.46884922034857,Private room,False,True,2.0,False,0,1,8.0,87.0,1,4.000158116263538,1.0605590107761238,278.9631434359524,19.39103765909742,629.8824222712561,11.278570374963207,-0.08931,51.53524,False,london
237.5408640842917,Private room,False,True,2.0,False,0,0,10.0,98.0,1,5.001205737273874,1.6931237667385532,232.82068939837535,16.18362447574528,519.5947281512397,9.303777182386472,-0.07476,51.53894,False,london
451.0924527858134,Entire home/apt,False,False,4.0,False,0,0,10.0,97.0,1,5.380969324984945,0.2196048744348313,241.990330915886,16.821016432963795,521.7461518369142,9.342300218729902,-0.19162,51.48117,False,london
233.7778404948376,Private room,False,True,2.0,False,1,0,9.0,89.0,5,4.456837286542676,0.3521514126263416,278.8640852505344,19.384152014706466,692.6466890176484,12.402416944581082,-0.1904,51.51636,False,london
685.8110491780145,Entire home/apt,False,False,2.0,True,0,1,10.0,100.0,1,4.001517365885991,0.1893739843526155,409.5518553953533,28.468403938629432,808.4105117080646,14.475264788755956,-0.07056,51.51384,False,london
155.69510101366447,Private room,False,True,2.0,True,0,1,9.0,96.0,1,4.568669890497661,0.03465944494535,312.4321631420702,21.71750635865668,546.8254430067908,9.79136585449364,-0.06394,51.49775,False,london
170.2768174227992,Private room,False,True,2.0,False,0,1,10.0,93.0,1,2.2207526127414403,0.2849631180011278,459.1400112063845,31.915331675868902,804.9605548548022,14.413490432488322,-0.13743,51.48935,False,london
316.0939815141466,Entire home/apt,False,False,2.0,False,0,0,9.0,89.0,0,3.499913241885842,0.4976143727380782,305.8553196595006,21.260342670014147,764.4505860381324,13.688125637358958,-0.1048099999999999,51.53641,False,london
188.62155742138808,Private room,False,True,2.0,False,0,0,9.0,96.0,1,4.027756949357352,0.9950287117838406,278.9464773607324,19.38987918171492,630.0116747786639,11.280884748962851,-0.08784,51.53474,False,london
120.18156588819116,Private room,False,True,2.0,False,0,1,8.0,81.0,1,3.122484743186853,0.166907625822471,360.982050036956,25.09226287139219,796.1400328836719,14.255551626327348,-0.1374,51.5357,False,london
336.0850443331217,Entire home/apt,False,False,4.0,False,0,0,9.0,87.0,1,5.367615259733678,0.2617373372026462,201.8305481833139,14.029465370852726,441.8224196443028,7.911199101613975,-0.13515,51.46032,False,london
858.2045673698817,Entire home/apt,False,False,6.0,False,0,1,9.0,100.0,3,5.731879760377503,0.9198425404264862,189.9076488651145,13.200691408682658,398.3693535905003,7.133135694591827,-0.12753,51.45681,False,london
148.16905383475623,Private room,False,True,2.0,False,0,0,8.0,89.0,1,6.490648602255207,0.6819355322091262,183.42614279747687,12.750154729545738,396.4309346881896,7.098426686635966,-0.2141699999999999,51.53023,False,london
167.92492767939038,Private room,False,True,3.0,False,1,0,10.0,96.0,1,1.4636734160318423,0.2674605144592547,649.9730825672959,45.18035022915407,1044.654847694926,18.70541675824021,-0.10952,51.50147,False,london
381.0061384322303,Entire home/apt,False,False,4.0,False,0,1,8.0,80.0,1,4.045305983980525,0.9531714027079484,270.3374311125793,18.79145482374888,630.8036902130256,11.295066446210882,-0.09646,51.53909,False,london
285.7546038241727,Entire home/apt,False,False,3.0,False,0,1,10.0,94.0,1,9.052004159040496,2.1813778718197345,123.5871073461179,8.590676973346122,269.14822037961903,4.819323476120705,-0.131,51.427,False,london
320.7977610009643,Entire home/apt,False,False,2.0,False,0,1,9.0,76.0,0,4.62188181265515,0.4505882734305215,302.56818901692617,21.031850571396937,676.2714165838565,12.109204027338915,-0.1900599999999999,51.49413,False,london
248.8299348526541,Private room,False,True,2.0,False,0,0,8.0,85.0,1,3.8105708405593,0.4624615612829838,324.65764052854536,22.567312858116388,927.742355181723,16.61200102238298,-0.08043,51.52593,False,london
324.09040664173665,Private room,False,True,2.0,False,0,0,10.0,100.0,1,4.595054764045126,0.296878679494108,283.44260808307234,19.70241021747569,682.1867183159497,12.215122440864391,-0.19359,51.51061,False,london
200.38100613843224,Private room,False,True,2.0,False,0,0,10.0,97.0,1,4.697796567023938,0.1026822489880435,251.7771189796735,17.501306931447083,543.8369862482092,9.737855042519143,-0.18497,51.53063,False,london
198.73468331804605,Private room,False,True,2.0,False,1,0,10.0,97.0,1,3.012642261782715,0.0849381829457415,389.5307558595227,27.076715092948778,833.6072489679733,14.926433394764391,-0.16462,51.52236,False,london
362.19102048495967,Entire home/apt,False,False,3.0,False,1,0,10.0,98.0,0,3.1246833003840835,0.247498258296828,649.7090351940601,45.16199600323326,1004.9990497597068,17.9953466055045,-0.08272,51.50562,False,london
791.17570968273,Entire home/apt,False,False,2.0,False,1,0,10.0,100.0,1,2.769007596188177,0.2445555381986985,476.9933309297076,33.1563357412477,977.7947058067086,17.508230126412695,-0.08987,51.51655,False,london
373.95046920200383,Entire home/apt,False,False,3.0,False,0,0,9.0,100.0,1,4.96718515370122,0.4339087284396112,252.87801502434573,17.577831437150795,593.1978752352642,10.621702948932857,-0.1973599999999999,51.517990000000005,False,london
